leverans_id,prenumeration_id,kund_id,pren_startdatum,paus_från,paus_till,pren_avslutsdatum,kasstyp,kostpreferens,antal_portioner,leveransvecka,leveransdatum,postnummer,veckapris,leveransstatus,recept_1,recept_2,recept_3,omdöme_text,omdömesdatum,omdömesbetyg
LEV-2024-002367,PREN-1137,KUND-05136,2024-05-09,,,,Classic,Standard,2,2024-W50,2024-12-09,21132,499,Levererad,Kycklinggryta med ris,Fläskfilé med gräddsås,Köttfärssås med pasta,Bra variation och tydliga instruktioner.,2024-12-15,4
LEV-2024-002368,PREN-1138,KUND-05137,2024-08-28,,,2025-01-01,Standard,Nötter,4,2024-W50,2024-12-11,40951,719,Levererad,Panerad fisk med remouladsås,Fläskfilé med gräddsås,Kyckling Tikka Masala,,,
LEV-2024-002369,PREN-1140,KUND-05139,2024-09-06,,,,Vegetarisk,Standard,4,2024-W50,2024-12-09,70067,679,Levererad,Vegetarisk lasagne,Svamprisotto,Thai-curry med tofu,,,
LEV-2024-002370,PREN-1143,KUND-05142,2024-09-22,,,,KLASSISK,Standard,6,2024-W50,2024-12-10,70929,"899,00",Missad,Kyckling Tikka Masala,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Leveransen kom aldrig fram. Helt oacceptabelt!,2024-12-13,1
LEV-2024-002371,PREN-1144,KUND-05143,2024-05-08,,,,Snabb & Enkel,Standard,4,2024-W50,2024-12-10,40286,659,LEVERERAD,Wrap med kyckling,Quesadillas,Toast med avokado och ägg,,,
LEV-2024-002372,PREN-1145,KUND-05144,2024-06-25,,,,Familj,Inga,6,2024-W50,2024-12-09,41821,919,Levererad,Korv stroganoff,Pannkakor med sylt,Fiskpinnar med potatismos,,,
LEV-2024-002373,PREN-1146,KUND-05145,2024-07-03,,,,Klassisk,Fläskfri,2,2024-W50,2024-12-11,41338,499,Levererad,Laxfile med potatismos,Kycklinggryta med ris,Panerad fisk med remouladsås,,,
LEV-2024-002374,PREN-1147,KUND-05146,2024-08-18,,,,Familj,Glutenfri,0,2024-W50,2024-12-09,11926,769 kr,Levererad,Pannkakor med sylt,Korv stroganoff,Köttbullar med makaroner,,,
LEV-2024-002375,PREN-1148,KUND-05147,2024-09-26,,,,Family,Laktosfri,4,2024-W50,2024-12-11,11656,749,Levererad,Tacos,Köttbullar med makaroner,Pizza med färskost,,,
LEV-2024-002376,PREN-1149,KUND-05148,2024-07-24,,,,Vegetarisk,Laktosfri,4,2024-W50,2024-12-09,10349,709,Levererad,Thai-curry med tofu,Falafel med hummus,Svamprisotto,,,
LEV-2024-002377,PREN-1150,KUND-05149,2024-11-19,,,,Familj,Standard,6,W50-2024,2024-12-11,80746,919,Levererad,Pannkakor med sylt,Pizza med färskost,Korv stroganoff,,,
LEV-2024-002378,PREN-1153,KUND-05152,2024-11-21,,,,Klassisk,Standard,2,2024-W50,2024-12-10,10060,499,Levererad,Köttfärssås med pasta,Panerad fisk med remouladsås,Pasta Carbonara,,,
LEV-2024-002379,PREN-1155,KUND-05154,2024-10-31,,,2024-12-26,Klassisk,Laktosfri,4,2024-W50,2024-12-11,10112,729,Levererad,Laxfile med potatismos,Pasta Carbonara,Panerad fisk med remouladsås,Perfekta portionsstorlekar och fräscha ingredienser.,2024-12-14,5
LEV-2024-002380,PREN-1157,KUND-05156,2024-08-17,,,,Klassisk,standard,2,2024-W50,2024-12-09,10610,499,Levererad,Kyckling Tikka Masala,Köttfärssås med pasta,Laxfile med potatismos,,,
LEV-2024-002381,PREN-1158,KUND-05157,2024-09-19,,,,Familj,Standard,4,2024-W50,2024-12-09,70874,719,OK,Köttbullar med makaroner,Chicken nuggets-sallad,Pannkakor med sylt,,,
LEV-2024-002382,PREN-1159,KUND-05158,2024-04-07,,,,Klassisk,Standard,4,2024-W50,2024-12-09,80412,699,missad,Laxfile med potatismos,Fläskfilé med gräddsås,Pasta Carbonara,"Var är min matkasse?! Ingen info, ingen leverans.",2024-12-11,1
LEV-2024-002383,PREN-1160,KUND-05159,2024-04-28,,,,Familj,Laktosfri,4,2024-W50,2024-12-10,10853,749,Levererad,Barnens favorit-pasta,Pannkakor med sylt,Pizza med färskost,,,
LEV-2024-002384,PREN-1162,KUND-05161,2024-11-14,,,2025-01-09,Klassisk,Nötfri,4,2024-W50,2024-12-10,90870,719,Levererad,Panerad fisk med remouladsås,Köttfärssås med pasta,Fläskfilé med gräddsås,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-12-13,4
LEV-2024-002385,PREN-1164,KUND-05163,2024-07-09,,,,Klassisk,,4,2024-W50,2024-12-11,11844,699,Levererad,Laxfile med potatismos,Fläskfilé med gräddsås,Pasta Carbonara,,,
LEV-2024-002386,PREN-1165,KUND-05164,2024-04-22,,,,Klassisk,Fläskfri,2,2024-W50,2024-12-11,10120,499,Missad,Kycklinggryta med ris,Köttfärssås med pasta,Laxfile med potatismos,Leveransen kom aldrig fram. Helt oacceptabelt!,2024-12-12,2
LEV-2024-002387,PREN-1167,KUND-05166,2024-04-09,,,,Klassisk,Standard,4,2024-W50,2024-12-11,10140,699,Ej levererad,Köttfärssås med pasta,Pasta Carbonara,Biff med bearnaise,Inget paket denna vecka trots att jag betalat.,2024-12-12,2
LEV-2024-002388,PREN-1168,KUND-05167,2024-08-25,,,,Klassisk,Standard,4,W50-2024,2024-12-11,11719,"699,00",Levererad,Laxfile med potatismos,Kycklinggryta med ris,Fläskfilé med gräddsås,Snabb leverans och allt var fräscht.,2024-12-13,5
LEV-2024-002389,PREN-1169,KUND-05168,2024-07-12,,,,Klassisk,Standard,6,2024-W50,2024-12-11,,899,Levererad,Biff med bearnaise,Fläskfilé med gräddsås,Laxfile med potatismos,,,
LEV-2024-002390,PREN-1170,KUND-05169,2024-05-02,,,,Klassisk,Standard,4,2024-W50,2024-12-10,90498,699:-,Missad,Biff med bearnaise,Köttfärssås med pasta,Pasta Carbonara,"Var är min matkasse?! Ingen info, ingen leverans.",2024-12-11,2
LEV-2024-002391,PREN-1172,KUND-05171,2024-07-03,,,,Vegetarisk,Standard,2,2024-W50,2024-12-11,,479,Levererad,Grönsaksgratäng,Falafel med hummus,Pasta med pesto och mozarella,Gott men för lite grönsaker i familjevarianten.,2024-12-15,3
LEV-2024-002392,PREN-1174,KUND-05173,2024-04-20,,,,Klassisk,Standard,2,2024-W50,2024-12-11,60891,499,Levererad,Biff med bearnaise,Köttfärssås med pasta,Kycklinggryta med ris,,,
LEV-2024-002393,PREN-1176,KUND-05175,2024-04-22,,,,Klassisk,,4,2024-W50,2024-12-09,10488,699,Levererad,Biff med bearnaise,Laxfile med potatismos,Pasta Carbonara,"Bra vissa veckor, sämre andra. Ojämnt.",2024-12-12,3
LEV-2024-002394,PREN-1178,KUND-05177,2024-06-08,,,,Familj,Laktosfri,4,2024-W50,2024-12-09,40790,749,Levererad,Köttbullar med makaroner,Barnens favorit-pasta,Pannkakor med sylt,,,
LEV-2024-002395,PREN-1179,KUND-05178,2024-06-03,,,,Familj,Standard,4,2024-W50,2024-12-10,10030,719,Levererad,Fiskpinnar med potatismos,Pizza med färskost,Köttbullar med makaroner,,,
LEV-2024-002396,PREN-1182,KUND-05181,2024-11-09,,,,Snabb & Enkel,Laktosfri,6,2024-W50,2024-12-11,40330,889,Levererad,Ramen-nudlar,Wrap med kyckling,Snabb tomatsoppa,"Helt okej, men inget speciellt denna vecka.",2024-12-17,3
LEV-2024-002397,PREN-1186,KUND-05185,2024-10-14,,,,Vegetarisk,Glutenfri,4,2024-W50,2024-12-11,21222,729,Levererad,Grönsaksgratäng,Vegetarisk lasagne,Vegansk burrito bowl,Bästa matkassen vi testat. Rekommenderas!,2024-12-17,4
LEV-2024-002398,PREN-1189,KUND-05188,2024-08-31,,,,Klassisk,Glutenfri,4,2024-W50,2024-12-10,40470,749,Levererad,Panerad fisk med remouladsås,Biff med bearnaise,Kycklinggryta med ris,,,
LEV-2024-002399,PREN-1191,KUND-05190,2024-10-17,,,,Vegetarisk,Standard,2,2024-W50,2024-12-10,20890,479,Missad,Falafel med hummus,Pasta med pesto och mozarella,Vegansk burrito bowl,Missad leverans IGEN. Funderar på att avsluta.,2024-12-11,2
LEV-2024-002400,PREN-1192,KUND-05191,2024-10-29,,,,Familj,Standard,6,2024-W50,2024-12-09,10066,919,Levererad,Tacos,Fiskpinnar med potatismos,Barnens favorit-pasta,,,
LEV-2024-002401,PREN-1193,KUND-05192,2024-07-16,,,,Veg,Standard,4,2024-W50,2024-12-09,,679,Levererad,Vegansk burrito bowl,Grönsaksgratäng,Pasta med pesto och mozarella,,,
LEV-2024-002402,PREN-1194,KUND-05193,2024-09-18,,,,Vegetarisk,Standard,sex,2024-W50,2024-12-10,20853,879,levererad,Thai-curry med tofu,Falafel med hummus,Svamprisotto,,,
LEV-2024-002403,PREN-1195,KUND-05194,2024-11-10,,,,Familj,,4,2024-W50,2024-12-10,21341,719,Missad,Korv stroganoff,Tacos,Pannkakor med sylt,,,
LEV-2024-002404,PREN-1196,KUND-05195,2024-06-17,,,,Familj,Laktosfri,4,2024-W50,2024-12-10,20754,749,Levererad,Korv stroganoff,Pizza med färskost,Fiskpinnar med potatismos,Bra variation och tydliga instruktioner.,2024-12-13,5
LEV-2024-002405,PREN-1201,KUND-05200,2024-04-24,,,,Familj,Standard,6,2024-W50,2024-12-10,50032,919,Levererad,Fiskpinnar med potatismos,Chicken nuggets-sallad,Barnens favorit-pasta,,,
LEV-2024-002406,PREN-1206,KUND-05205,2024-10-11,,,,Klassisk,Standard,4,2024-W50,2024-12-10,21493,699,Levererad,Pasta Carbonara,Fläskfilé med gräddsås,Panerad fisk med remouladsås,,,
LEV-2024-002407,PREN-1208,KUND-05207,2024-05-28,,,,Klassisk,Standard,2,2024-W50,2024-12-10,41957,499,Missad,Fläskfilé med gräddsås,Kyckling Tikka Masala,Pasta Carbonara,,,
LEV-2024-002408,PREN-1209,KUND-05208,2024-09-19,,,,Familj,unknown,4,2024-W50,2024-12-09,21177,749,Levererad,Pannkakor med sylt,Chicken nuggets-sallad,Fiskpinnar med potatismos,,,
LEV-2024-002409,PREN-1210,KUND-05209,2024-04-21,,,,Snabb & Enkel,Standard,4,2024-W50,2024-12-10,60383,659,Levererad,Snabb tomatsoppa,Snabb pasta pesto,15-minuters wok,,,
LEV-2024-002410,PREN-1212,KUND-05211,2024-04-16,,,,Vegetarisk,Standard,2,2024-W50,2024-12-09,10410,479,Levererad,Thai-curry med tofu,Vegetarisk lasagne,Grönsaksgratäng,,,
LEV-2024-002411,PREN-1213,KUND-05212,2024-11-27,,,,Vegetarisk,Standard,2,2024-W50,2024-12-11,10657,479,Levererad,Vegetarisk lasagne,Falafel med hummus,Pasta med pesto och mozarella,,,
LEV-2024-002412,PREN-1214,KUND-05213,2024-11-20,,,,Klassisk,Standard,6,2024-W50,2024-12-10,50293,899,Levererad,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Kyckling Tikka Masala,,,
LEV-2024-002413,PREN-1215,KUND-05214,2024-08-15,,,,Klassisk,Fläskfri,4,2024-W50,2024-12-09,41469,699,Delivered,Laxfile med potatismos,Köttfärssås med pasta,Pasta Carbonara,Goda recept denna vecka! Speciellt Pasta Carbonara.,2024-12-14,4
LEV-2024-002414,PREN-1217,KUND-05216,2024-10-15,,,,Snabb & Enkel,Glutenfri,2,2024-W50,2024-12-10,10914,509,Levererad,Snabb tomatsoppa,Snabb pasta pesto,15-minuters wok,,,
LEV-2024-002415,PREN-1218,KUND-05217,2024-06-03,,,,Familj,Standard,4,v.50,2024-12-11,10027,719,Levererad,Barnens favorit-pasta,Korv stroganoff,Pizza med färskost,,,
LEV-2024-002416,PREN-1220,KUND-05219,2024-08-22,,,,Snabb & Enkel,Glutenfri,6,2024-W50,2024-12-10,40681,909,Missad,Ramen-nudlar,Snabb pasta pesto,Toast med avokado och ägg,,,
LEV-2024-002417,PREN-1002,KUND-05001,2024-04-10,,,,Klassisk,Standard,4,2024-W51,2024-12-17,10393,699,Delivered,Kyckling Tikka Masala,Pasta Carbonara,Fläskfilé med gräddsås,Enkel att laga och gott resultat. Sparar tid i vardagen!,2024-12-21,4
LEV-2024-002418,PREN-1004,KUND-05003,2024-09-03,,,,Klassisk,Standard,4,2024-W51,2024-12-17,10620,699,LEVERERAD,Laxfile med potatismos,Köttfärssås med pasta,Fläskfilé med gräddsås,,,
LEV-2024-002419,PREN-1007,KUND-05006,2024-09-04,,,,Vegetarisk,Standard,2,2024-W51,2024-12-18,20491,479,Levererad,Pasta med pesto och mozarella,Halloumisallad,Grönsaksgratäng,,,
LEV-2024-002420,PREN-1009,KUND-05008,2024-09-16,,,,Vegetarisk,Glutenfri,4,2024-W51,2024-12-16,10241,SEK 729,Levererad,Halloumisallad,Vegansk burrito bowl,Thai-curry med tofu,,,
LEV-2024-002421,PREN-1010,KUND-05009,2024-10-10,,,,Vegetarisk,Glutenfri,2,2024-W51,2024-12-17,10275,529,Levererad,Falafel med hummus,Vegetarisk lasagne,Svamprisotto,,,
LEV-2024-002422,PREN-1013,KUND-05012,2024-11-12,,,2024-12-31,Familj,unknown,6,2024-W51,2024-12-18,20190,919,Levererad,Pizza med färskost,Tacos,Köttbullar med makaroner,Goda recept denna vecka! Speciellt Pizza med färskost.,2024-12-25,5
LEV-2024-002423,PREN-1015,KUND-05014,2024-11-12,,,2024-12-17,Snabb & Enkel,Laktosfri,2,2024-W51,2024-12-17,10920,SEK 489,Levererad,Snabb tomatsoppa,Quesadillas,15-minuters wok,"Sådär. Några recept var bra, andra inte.",2024-12-24,3
LEV-2024-002424,PREN-1016,KUND-05015,2024-10-13,,,,VEGETARISK,Standard,4,2024-W51,2024-12-18,70243,679,OK,Halloumisallad,Pasta med pesto och mozarella,Grönsaksgratäng,,,
LEV-2024-002425,PREN-1019,KUND-05018,2024-11-19,,,,Klassisk,Standard,4,2024-W51,2024-12-16,10737,699,OK,Kycklinggryta med ris,Laxfile med potatismos,Kyckling Tikka Masala,Lagom. Varken bättre eller sämre än förväntat.,2024-12-18,3
LEV-2024-002426,PREN-1020,KUND-05019,2024-11-13,,,2024-12-18,Vegetarisk,,4,2024-W51,2024-12-18,41322,679,Levererad,Vegetarisk lasagne,Grönsaksgratäng,Pasta med pesto och mozarella,,,
LEV-2024-002427,PREN-1021,KUND-05020,2024-07-16,,,2024-12-25,Vegetarisk,Laktosfri,4,2024-W51,2024-12-18,80117,709,Missad,Vegetarisk lasagne,Svamprisotto,Pasta med pesto och mozarella,,,
LEV-2024-002428,PREN-1022,KUND-05021,2024-11-08,,,2024-12-16,Klassisk,Standard,4,2024-W51,2024-12-16,10245,699,Levererad,Biff med bearnaise,Fläskfilé med gräddsås,Laxfile med potatismos,,,
LEV-2024-002429,PREN-1023,KUND-05022,2024-04-21,,,,klassisk,Glutenfri,4,2024-W51,2024-12-16,10811,SEK 749,Levererad,Biff med bearnaise,Kycklinggryta med ris,Panerad fisk med remouladsås,Saknade ingredienser i påsen. Kunde inte laga ett recept.,2024-12-22,2
LEV-2024-002430,PREN-1027,KUND-05026,2024-09-01,,,,Standard,Glutenfri,4,2024-W51,2024-12-16,70941,749,Levererad,Panerad fisk med remouladsås,Biff med bearnaise,Kyckling Tikka Masala,,,
LEV-2024-002431,PREN-1029,KUND-05028,2024-06-17,,,,Vegetarisk,Nötfri,6,2024-W51,2024-12-16,10982,899,Levererad,Pasta med pesto och mozarella,Vegetarisk lasagne,Vegansk burrito bowl,,,
LEV-2024-002432,PREN-1030,KUND-05029,2024-11-26,,,,Klassisk,Standard,2,2024-W51,2024-12-18,10779,499,Levererad,Laxfile med potatismos,Pasta Carbonara,Kyckling Tikka Masala,,,
LEV-2024-002433,PREN-1033,KUND-05032,2024-04-25,,,,Vegetarisk,Glutenfri,2,v.51,2024-12-18,SE-112 91,529,Levererad,Svamprisotto,Grönsaksgratäng,Falafel med hummus,Bra variation och tydliga instruktioner.,2024-12-20,4
LEV-2024-002434,PREN-1034,KUND-05033,2024-08-23,,,,Standard,Standard,6,2024-W51,2024-12-17,60814,899,Levererad,Pasta Carbonara,Fläskfilé med gräddsås,Köttfärssås med pasta,Överraskad över hur gott det blev! Ny favoriträtt.,2024-12-23,5
LEV-2024-002435,PREN-1036,KUND-05035,2024-08-23,,,,Snabb & Enkel,Standard,4,v51,2024-12-16,10330,659,Levererad,Wrap med kyckling,Toast med avokado och ägg,Snabb pasta pesto,,,
LEV-2024-002436,PREN-1037,KUND-05036,2024-11-13,,,,Klassisk,Standard,6,2024-W51,2024-12-16,SE-416 95,"899,00",Levererad,Kycklinggryta med ris,Kyckling Tikka Masala,Köttfärssås med pasta,Priset är högt men sparar tid. På gränsen.,2024-12-22,3
LEV-2024-002437,PREN-1040,KUND-05039,2024-11-28,,,2025-01-02,Klassisk,Glutenfri,0,2024-W51,2024-12-18,21414,549,Missad,Kycklinggryta med ris,Biff med bearnaise,Köttfärssås med pasta,"Var är min matkasse?! Ingen info, ingen leverans.",2024-12-21,2
LEV-2024-002438,PREN-1042,KUND-05041,2024-08-13,,,,Snabb & Enkel,N/A,4,2024-W51,2024-12-18,41356,659,Levererad,Toast med avokado och ägg,Sallad med räkor,Snabb pasta pesto,Snabb och enkel? Tog 45 minuter! Falsk marknadsföring.,2024-12-21,2
LEV-2024-002439,PREN-1043,KUND-05042,2024-11-23,,,,Klassisk,Standard,4,2024-W51,2024-12-16,40474,699,Levererad,Laxfile med potatismos,Panerad fisk med remouladsås,Fläskfilé med gräddsås,Perfekta portionsstorlekar och fräscha ingredienser.,2024-12-20,5
LEV-2024-002440,PREN-1044,KUND-05043,2024-07-14,,,,Familj,Standard,4,2024-W51,2024-12-18,40696,719,Missad,Pannkakor med sylt,Pizza med färskost,Fiskpinnar med potatismos,,,
LEV-2024-002441,PREN-1045,KUND-05044,2024-08-20,,,,Familj,Standard,4,2024-W51,2024-12-18,41993,719,Levererad,Pannkakor med sylt,Pizza med färskost,Chicken nuggets-sallad,,,
LEV-2024-002442,PREN-1050,KUND-05049,2024-08-12,,,,Vegetarisk,Standard,6,2024-W51,2024-12-16,10269,879,Levererad,Halloumisallad,Svamprisotto,Vegetarisk lasagne,,,
LEV-2024-002443,PREN-1051,KUND-05050,2024-09-01,,,,Klassisk,LAKTOSFRI,4,2024-W51,2024-12-18,,"729,00",LEVERERAD,Kyckling Tikka Masala,Biff med bearnaise,Kycklinggryta med ris,Barnen älskade Kycklinggryta med ris. Kommer definitivt beställa igen!,2024-12-24,4
LEV-2024-002444,PREN-1052,KUND-05051,2024-11-17,,,,Klassisk,Glutenfri,4,2024-W51,2024-12-16,41476,749,Delivered,Kyckling Tikka Masala,Laxfile med potatismos,Pasta Carbonara,,,
LEV-2024-002445,PREN-1054,KUND-05053,2024-05-11,,,,Familj,Standard,4,2024-W51,2024-12-17,21617,719,Levererad,Tacos,Fiskpinnar med potatismos,Korv stroganoff,,,
LEV-2024-002446,PREN-1056,KUND-05055,2024-10-10,,,,Familj,Laktosfri,6,2024-W51,2024-12-18,20465,949,Levererad,Pannkakor med sylt,Barnens favorit-pasta,Pizza med färskost,Goda recept denna vecka! Speciellt Pizza med färskost.,2024-12-24,4
LEV-2024-002447,PREN-1057,KUND-05056,2024-09-20,,,,Familj,Standard,4,2024-W51,2024-12-17,20289,719,Levererad,Tacos,Korv stroganoff,Pizza med färskost,,,
LEV-2024-002448,PREN-1059,KUND-05058,2024-07-27,,,,Klassisk,Laktosfri,2,2024-W51,2024-12-17,41642,529,Levererad,Fläskfilé med gräddsås,Biff med bearnaise,Köttfärssås med pasta,Gott men för lite grönsaker i familjevarianten.,2024-12-23,3
LEV-2024-002449,PREN-1061,KUND-05060,2024-07-30,,,,Familj,Laktosfri,4,2024-W51,2024-12-16,21130,749,Missad,Köttbullar med makaroner,Pannkakor med sylt,Barnens favorit-pasta,Inget paket denna vecka trots att jag betalat.,2024-12-17,2
LEV-2024-002450,PREN-1062,KUND-05061,2024-06-20,,,,Vegetarisk,Nötfri,2,2024-W51,2024-12-16,70319,499,Levererad,Vegansk burrito bowl,Falafel med hummus,Svamprisotto,Lagom. Varken bättre eller sämre än förväntat.,2024-12-22,3
LEV-2024-002451,PREN-1063,KUND-05062,2024-09-24,,,,Vegetarisk,Standard,6,2024-W51,2024-12-16,41578,879,levererad,Pasta med pesto och mozarella,Thai-curry med tofu,Svamprisotto,,,
LEV-2024-002452,PREN-1064,KUND-05063,2024-08-09,,,,Vegetarisk,Standard,4,2024-W51,2024-12-16,20656,679,Levererad,Halloumisallad,Grönsaksgratäng,Vegetarisk lasagne,Överraskad över hur gott det blev! Ny favoriträtt.,2024-12-19,4
LEV-2024-002453,PREN-1065,KUND-05064,2024-09-30,,,,Standard,Standard,4,2024-W51,2024-12-18,40978,699,OK,Kyckling Tikka Masala,Pasta Carbonara,Kycklinggryta med ris,,,
LEV-2024-002454,PREN-1066,KUND-05065,2024-10-30,,,,Familj,Standard,6,2024-W51,2024-12-16,50145,919,Levererad,Köttbullar med makaroner,Chicken nuggets-sallad,Korv stroganoff,Överraskad över hur gott det blev! Ny favoriträtt.,2024-12-21,4
LEV-2024-002455,PREN-1067,KUND-05066,2024-07-29,,,,Veggie,unknown,2,51,2024-12-18,20533,479,Levererad,Pasta med pesto och mozarella,Svamprisotto,Halloumisallad,,,
LEV-2024-002456,PREN-1069,KUND-05068,2024-09-25,,,,Vegetarisk,Lactose free,4 st,2024-W51,2024-12-17,10438,709,Levererad,Falafel med hummus,Svamprisotto,Grönsaksgratäng,,,
LEV-2024-002457,PREN-1070,KUND-05069,2024-09-18,,,,Vegetarisk,Standard,4,51,2024-12-16,11852,679,Levererad,Falafel med hummus,Vegetarisk lasagne,Svamprisotto,,,
LEV-2024-002458,PREN-1073,KUND-05072,2024-09-30,,,,Vegetarisk,Standard,6,2024-W51,2024-12-17,21291,879,Missad,Pasta med pesto och mozarella,Vegansk burrito bowl,Thai-curry med tofu,Missad leverans IGEN. Funderar på att avsluta.,2024-12-20,1
LEV-2024-002459,PREN-1074,KUND-05073,2024-11-11,,,,Klassisk,Standard,4,2024-W51,2024-12-18,11042,699,Levererad,Fläskfilé med gräddsås,Kycklinggryta med ris,Pasta Carbonara,,,
LEV-2024-002460,PREN-1075,KUND-05074,2024-10-29,,,2025-01-01,Klassisk,Standard,4,2024-W51,2024-12-18,40229,699,Levererad,Panerad fisk med remouladsås,Laxfile med potatismos,Kycklinggryta med ris,Recepten börjar upprepas. Tråkigt.,2024-12-25,2
LEV-2024-002461,PREN-1076,KUND-05075,2024-04-23,,,,Quick,Ingen preferens,4,2024-W51,2024-12-16,21938,659,Delivered,Wrap med kyckling,15-minuters wok,Quesadillas,Överraskad över hur gott det blev! Ny favoriträtt.,2024-12-20,4
LEV-2024-002462,PREN-1082,KUND-05081,2024-11-02,,,2024-12-28,Snabb & Enkel,Standard,2,2024-W51,2024-12-17,41483,"459,00",Levererad,15-minuters wok,Snabb tomatsoppa,Snabb pasta pesto,,,
LEV-2024-002463,PREN-1083,KUND-05082,2024-09-15,,,,Klassisk,N/A,6,2024-W51,2024-12-18,11721,899,Levererad,Fläskfilé med gräddsås,Laxfile med potatismos,Kyckling Tikka Masala,,,
LEV-2024-002464,PREN-1084,KUND-05083,2024-06-23,,,,Familj,Glutenfri,4,v.51,2024-12-17,40494,769,Levererad,Korv stroganoff,Chicken nuggets-sallad,Tacos,,,
LEV-2024-002465,PREN-1085,KUND-05084,2024-07-27,,,,klassisk,Standard,2,2024-W51,2024-12-17,41810,"499,00",Levererad,Kycklinggryta med ris,Köttfärssås med pasta,Kyckling Tikka Masala,,,
LEV-2024-002466,PREN-1087,KUND-05086,2024-09-27,,,,Vegetarisk,Standard,4,2024-W51,2024-12-17,41249,679,Levererad,Halloumisallad,Falafel med hummus,Grönsaksgratäng,Priset är högt men sparar tid. På gränsen.,2024-12-21,3
LEV-2024-002467,PREN-1088,KUND-05087,2024-04-25,,,,klassisk,Glutenfri,2,2024-W51,2024-12-17,70273,549,Levererad,Kyckling Tikka Masala,Kycklinggryta med ris,Pasta Carbonara,,,
LEV-2024-002468,PREN-1089,KUND-05088,2024-08-03,,,2024-12-17,30-min,Standard,4,2024-W51,2024-12-17,S-11975,659,Missad,Toast med avokado och ägg,Quesadillas,Snabb pasta pesto,,,
LEV-2024-002469,PREN-1090,KUND-05089,2024-10-16,,,,Familj,unknown,6,2024-W51,2024-12-17,20046,919,Levererad,Pizza med färskost,Köttbullar med makaroner,Korv stroganoff,,,
LEV-2024-002470,PREN-1091,KUND-05090,2024-08-28,,,,30-min,Standard,2,W51-2024,2024-12-16,21552,459,Levererad,15-minuters wok,Ramen-nudlar,Wrap med kyckling,,,
LEV-2024-002471,PREN-1092,KUND-05091,2024-06-23,,,,Snabb & Enkel,Fläskfri,2,2024-W51,2024-12-18,11615,459,Levererad,Ramen-nudlar,Wrap med kyckling,15-minuters wok,Överraskad över hur gott det blev! Ny favoriträtt.,2024-12-22,4
LEV-2024-002472,PREN-1093,KUND-05092,2024-09-18,,,,Familj,unknown,4,2024-W51,2024-12-16,70274,719,Missad,Pizza med färskost,Korv stroganoff,Pannkakor med sylt,,,
LEV-2024-002473,PREN-1094,KUND-05093,2024-04-27,,,,Snabb & Enkel,Standard,4,2024-W51,2024-12-18,20262,659,Levererad,Ramen-nudlar,Quesadillas,Sallad med räkor,Överraskad över hur gott det blev! Ny favoriträtt.,2024-12-25,4
LEV-2024-002474,PREN-1095,KUND-05094,2024-09-08,,,,Familj,N/A,6,2024-W51,2024-12-17,50858,919,Levererad,Pizza med färskost,Fiskpinnar med potatismos,Pannkakor med sylt,,,
LEV-2024-002475,PREN-1096,KUND-05095,2024-11-15,,,,Familj,Glutenfri,4,2024-W51,2024-12-17,10439,769,Levererad,Korv stroganoff,Pizza med färskost,Pannkakor med sylt,,,
LEV-2024-002476,PREN-1097,KUND-05096,2024-04-27,,,,Familj,Laktosfri,4,2024-W51,2024-12-17,,749,Levererad,Fiskpinnar med potatismos,Korv stroganoff,Chicken nuggets-sallad,,,
LEV-2024-002477,PREN-1098,KUND-05097,2024-06-03,,,,Vegetarisk,Standard,4,2024-W51,2024-12-18,10188,679,Levererad,Thai-curry med tofu,Falafel med hummus,Pasta med pesto och mozarella,,,
LEV-2024-002478,PREN-1099,KUND-05098,2024-11-21,,,,Vegetarisk,N/A,4,2024-W51,2024-12-16,20069,679,Levererad,Thai-curry med tofu,Svamprisotto,Falafel med hummus,Älskar att slippa planera middagar. Tack!,2024-12-19,4
LEV-2024-002479,PREN-1102,KUND-05101,2024-11-01,,,,Snabb & enkel,Standard,4,2024-W51,2024-12-16,21538,659,Levererad,Toast med avokado och ägg,Snabb pasta pesto,Quesadillas,,,
LEV-2024-002480,PREN-1103,KUND-05102,2024-09-22,,,2025-01-01,Familj,Laktosfri,4,2024-W51,2024-12-18,10190,749,Levererad,Korv stroganoff,Barnens favorit-pasta,Köttbullar med makaroner,Recepten börjar upprepas. Tråkigt.,2024-12-23,2
LEV-2024-002481,PREN-1105,KUND-05104,2024-11-12,,,,Snabb & Enkel,Standard,6,2024-W51,2024-12-17,50471,859,Levererad,Snabb tomatsoppa,Wrap med kyckling,Toast med avokado och ägg,,,
LEV-2024-002482,PREN-1106,KUND-05105,2024-11-10,,,,Klassisk,Standard,6,2024-W51,2024-12-18,10396,899,Levererad,Fläskfilé med gräddsås,Panerad fisk med remouladsås,Biff med bearnaise,,,
LEV-2024-002483,PREN-1107,KUND-05106,2024-11-04,,,,Familj,Standard,6,2024-W51,2024-12-17,10825,919,Levererad,Pannkakor med sylt,Fiskpinnar med potatismos,Köttbullar med makaroner,Överraskad över hur gott det blev! Ny favoriträtt.,2024-12-21,5
